Installs,Category,Size,Type,Content Rating,Genres
"100,000+",VIDEO_PLAYERS,59M,Free,Mature 17+,Video Players & Editors
500+,GAME,21M,Free,Teen,Card
10+,LIFESTYLE,5.1M,Free,Everyone,Lifestyle
5+,FAMILY,Varies with device,Free,Teen,Entertainment
"10,000,000+",FAMILY,55M,Free,Everyone,Simulation
10+,BUSINESS,3.4M,Free,Everyone,Business
"10,000,000+",GAME,33M,Free,Teen,Casino
100+,GAME,4.7M,Paid,Teen,Casino
10+,BUSINESS,1.5M,Free,Everyone,Business
"1,000,000+",GAME,Varies with device,Free,Teen,Casino
"1,000,000+",FAMILY,30M,Free,Everyone,Entertainment
5+,BUSINESS,26M,Free,Everyone,Business
100+,FAMILY,54M,Paid,Everyone,Educational
"100,000+",FAMILY,10M,Free,Teen,Entertainment
"10,000+",SPORTS,3.6M,Free,Everyone,Sports
"100,000+",FAMILY,5.2M,Free,Everyone,Entertainment
"100,000+",GAME,25M,Free,Teen,Casino
"100,000+",TOOLS,350k,Free,Everyone,Tools
"500,000+",GAME,51M,Free,Teen,Casino
"100,000+",PHOTOGRAPHY,5.1M,Free,Everyone,Photography
"100,000+",GAME,4.6M,Free,Teen,Casino
"5,000,000+",LIFESTYLE,39M,Free,Everyone,Lifestyle
"5,000,000+",LIFESTYLE,13M,Free,Everyone,Lifestyle
"1,000+",COMMUNICATION,31M,Free,Teen,Communication
"100,000+",FOOD_AND_DRINK,19M,Free,Everyone,Food & Drink
"5,000+",LIFESTYLE,3.1M,Free,Everyone,Lifestyle
"5,000+",NEWS_AND_MAGAZINES,17M,Free,Everyone,News & Magazines
"10,000+",TOOLS,383k,Paid,Everyone,Tools
"5,000+",LIFESTYLE,2.4M,Free,Everyone,Lifestyle
50+,LIFESTYLE,3.2M,Free,Everyone,Lifestyle
100+,FAMILY,2.1M,Free,Everyone,Entertainment
50+,BUSINESS,30M,Free,Everyone,Business
50+,PERSONALIZATION,14M,Paid,Everyone,Personalization
100+,TOOLS,12M,Free,Everyone,Tools
"100,000+",TOOLS,3.0M,Free,Everyone,Tools
"1,000+",PHOTOGRAPHY,4.8M,Free,Everyone,Photography
"10,000+",PERSONALIZATION,2.8M,Free,Mature 17+,Personalization
500+,FOOD_AND_DRINK,4.0M,Free,Teen,Food & Drink
100+,TOOLS,11M,Free,Everyone,Tools
"100,000,000+",SOCIAL,Varies with device,Free,Mature 17+,Social
"100,000+",FAMILY,1.8M,Free,Everyone,Education
"1,000+",LIFESTYLE,3.1M,Free,Everyone,Lifestyle
"1,000+",FAMILY,20M,Free,Everyone,Education
10+,PRODUCTIVITY,33M,Free,Everyone,Productivity
"10,000+",SOCIAL,17M,Free,Teen,Social
"1,000+",HEALTH_AND_FITNESS,28M,Free,Everyone,Health & Fitness
"10,000+",SOCIAL,454k,Free,Everyone,Social
"1,000+",LIFESTYLE,3.1M,Free,Everyone,Lifestyle
"1,000+",LIFESTYLE,3.2M,Free,Everyone,Lifestyle
"10,000+",VIDEO_PLAYERS,6.8M,Free,Everyone,Video Players & Editors
"5,000+",FAMILY,99M,Free,Everyone,Entertainment
"10,000+",FAMILY,17M,Free,Everyone,Casual
"50,000+",FAMILY,12M,Free,Everyone,Casual
"10,000+",LIFESTYLE,25M,Free,Everyone,Lifestyle
"10,000+",FAMILY,13M,Free,Everyone,Entertainment
5+,BUSINESS,2.1M,Paid,Everyone,Business
"10,000+",FAMILY,5.9M,Free,Everyone,Entertainment
100+,BUSINESS,3.7M,Free,Everyone,Business
"5,000+",FAMILY,4.5M,Free,Everyone,Education
100+,FINANCE,4.1M,Free,Everyone,Finance
100+,EVENTS,11M,Free,Everyone,Events
"10,000+",FAMILY,3.9M,Free,Everyone,Education
"1,000+",LIFESTYLE,3.0M,Free,Everyone,Lifestyle
"10,000+",FAMILY,1.4M,Free,Everyone,Entertainment
50+,FINANCE,11M,Free,Everyone,Finance
5+,COMMUNICATION,12M,Free,Everyone,Communication
"500,000+",LIFESTYLE,30M,Free,Everyone,Lifestyle
"10,000+",FAMILY,25M,Free,Teen,Casual
"10,000+",GAME,52M,Free,Mature 17+,Adventure
"100,000+",FAMILY,6.3M,Free,Mature 17+,Simulation
"10,000+",FAMILY,4.7M,Free,Teen,Entertainment
"10,000+",FAMILY,25M,Free,Mature 17+,Simulation
"100,000+",FAMILY,62M,Free,Mature 17+,Simulation
"1,000,000+",COMICS,6.4M,Free,Teen,Comics
"1,000,000+",COMICS,15M,Free,Teen,Comics
"5,000+",GAME,70M,Free,Teen,Adventure
"10,000+",MAPS_AND_NAVIGATION,12M,Free,Everyone,Maps & Navigation
"100,000+",COMICS,7.1M,Free,Mature 17+,Comics
"100,000+",FAMILY,47M,Free,Teen,Role Playing
10+,FAMILY,23M,Paid,Teen,Casual
"100,000+",COMICS,10M,Free,Teen,Comics
"50,000+",GAME,40M,Free,Teen,Adventure
"10,000+",GAME,53M,Free,Teen,Adventure
"100,000+",FAMILY,8.2M,Free,Mature 17+,Simulation
"100,000+",FAMILY,8.5M,Free,Mature 17+,Simulation
"1,000+",TOOLS,33M,Free,Everyone,Tools
"10,000+",COMICS,34M,Free,Everyone,Comics
"1,000+",FAMILY,23M,Free,Teen,Casual
100+,SHOPPING,2.5M,Free,Everyone,Shopping
"10,000+",PHOTOGRAPHY,1.8M,Free,Everyone,Photography
"500,000+",COMICS,Varies with device,Free,Adults only 18+,Comics
100+,PHOTOGRAPHY,1.4M,Paid,Everyone,Photography
"50,000+",FAMILY,24M,Free,Teen,Simulation
"5,000+",TRAVEL_AND_LOCAL,2.0M,Free,Everyone,Travel & Local
50+,TOOLS,421k,Paid,Everyone,Tools
100+,TOOLS,1.2M,Paid,Everyone,Tools
10+,BUSINESS,11M,Free,Everyone,Business
"10,000+",FAMILY,7.0M,Free,Teen,Entertainment
500+,PERSONALIZATION,2.1M,Paid,Everyone,Personalization
100+,PHOTOGRAPHY,16M,Free,Everyone,Photography
"1,000+",WEATHER,10M,Free,Everyone,Weather
100+,MEDICAL,28M,Free,Everyone,Medical
100+,FINANCE,5.5M,Free,Everyone,Finance
5+,HEALTH_AND_FITNESS,41M,Free,Everyone,Health & Fitness
"10,000+",PERSONALIZATION,2.7M,Free,Everyone,Personalization
"1,000+",FINANCE,93M,Free,Everyone,Finance
"10,000+",GAME,40M,Paid,Everyone,Action
"1,000+",MAPS_AND_NAVIGATION,3.4M,Free,Everyone,Maps & Navigation
100+,GAME,9.0M,Free,Everyone,Arcade
50+,COMMUNICATION,4.3M,Free,Everyone,Communication
10+,GAME,2.9M,Free,Everyone,Arcade
10+,FINANCE,6.9M,Free,Everyone,Finance
500+,TOOLS,1.0M,Paid,Everyone,Tools
"10,000+",PERSONALIZATION,1.1M,Free,Everyone,Personalization
"100,000+",GAME,39M,Free,Teen,Card
"100,000,000+",COMMUNICATION,Varies with device,Free,Everyone,Communication
"1,000,000+",FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink
"50,000+",LIFESTYLE,31M,Free,Everyone,Lifestyle
"1,000,000+",SPORTS,14M,Free,Everyone,Sports
"50,000+",FINANCE,29M,Free,Everyone,Finance
"100,000+",TOOLS,4.2M,Free,Everyone,Tools
100+,BUSINESS,5.3M,Free,Everyone,Business
100+,FAMILY,1.7M,Free,Everyone,Puzzle
"1,000+",SPORTS,6.3M,Paid,Everyone,Sports
"10,000+",FINANCE,27M,Free,Everyone,Finance
500+,TOOLS,3.1M,Paid,Everyone,Tools
100+,SOCIAL,Varies with device,Free,Teen,Social
"10,000+",COMMUNICATION,2.5M,Free,Everyone,Communication
"10,000+",BOOKS_AND_REFERENCE,5.0M,Free,Everyone,Books & Reference
"50,000+",SPORTS,6.3M,Free,Everyone,Sports
100+,BOOKS_AND_REFERENCE,7.8M,Free,Everyone,Books & Reference
"100,000+",SPORTS,4.8M,Free,Everyone,Sports
"1,000+",BOOKS_AND_REFERENCE,Varies with device,Free,Everyone,Books & Reference
"1,000+",FAMILY,9.2M,Free,Everyone,Education
100+,AUTO_AND_VEHICLES,34M,Free,Everyone,Auto & Vehicles
"1,000+",TOOLS,47M,Free,Everyone,Tools
10+,SOCIAL,8.1M,Free,Teen,Social
"10,000+",HEALTH_AND_FITNESS,2.5M,Free,Everyone,Health & Fitness
"100,000+",SHOPPING,36M,Free,Everyone,Shopping
5+,SHOPPING,10M,Free,Everyone,Shopping
500+,FINANCE,6.2M,Free,Everyone,Finance
100+,MEDICAL,10M,Free,Everyone,Medical
"100,000+",SPORTS,4.4M,Free,Everyone,Sports
"1,000+",HEALTH_AND_FITNESS,18M,Free,Everyone,Health & Fitness
500+,SHOPPING,16M,Free,Everyone,Shopping
1+,FOOD_AND_DRINK,Varies with device,Free,Everyone,Food & Drink
500+,FINANCE,9.9M,Free,Everyone,Finance
10+,PRODUCTIVITY,22M,Free,Everyone,Productivity
500+,SPORTS,1.9M,Free,Everyone,Sports
10+,FAMILY,26M,Free,Everyone,Entertainment
100+,HEALTH_AND_FITNESS,9.3M,Free,Everyone,Health & Fitness
"1,000,000+",COMMUNICATION,Varies with device,Free,Everyone,Communication
"1,000,000+",PARENTING,Varies with device,Free,Everyone,Parenting
"1,000+",FAMILY,28M,Free,Everyone,Educational
50+,PRODUCTIVITY,10M,Free,Everyone,Productivity
"10,000+",SPORTS,11M,Free,Everyone,Sports
100+,MEDICAL,2.3M,Free,Everyone,Medical
"1,000+",SPORTS,4.4M,Paid,Everyone,Sports
100+,BOOKS_AND_REFERENCE,8.0M,Free,Everyone,Books & Reference
10+,PRODUCTIVITY,10M,Free,Everyone,Productivity
10+,TOOLS,3.7M,Free,Everyone,Tools
500+,GAME,21M,Free,Everyone,Word
"1,000+",SPORTS,4.6M,Paid,Everyone,Sports
"10,000,000+",BOOKS_AND_REFERENCE,Varies with device,Free,Teen,Books & Reference
"500,000+",FINANCE,45M,Free,Everyone,Finance
"5,000+",FAMILY,4.2M,Free,Everyone,Entertainment
"100,000+",SHOPPING,7.6M,Free,Everyone,Shopping
"500,000+",BOOKS_AND_REFERENCE,8.6M,Free,Everyone,Books & Reference
100+,LIFESTYLE,15M,Free,Everyone,Lifestyle
"100,000+",FINANCE,70k,Free,Everyone,Finance
"100,000+",BUSINESS,17M,Free,Everyone,Business
"10,000+",LIBRARIES_AND_DEMO,812k,Free,Everyone,Libraries & Demo
100+,BEAUTY,13M,Free,Everyone,Beauty
"10,000+",LIBRARIES_AND_DEMO,442k,Free,Everyone,Libraries & Demo
10+,TOOLS,2.0M,Paid,Everyone,Tools
"500,000+",BOOKS_AND_REFERENCE,Varies with device,Free,Everyone,Books & Reference
"5,000+",LIBRARIES_AND_DEMO,842k,Free,Everyone,Libraries & Demo
"10,000+",FINANCE,2.4M,Free,Everyone,Finance
"1,000+",LIBRARIES_AND_DEMO,417k,Free,Everyone,Libraries & Demo
100+,SPORTS,5.6M,Free,Everyone,Sports
"10,000+",LIBRARIES_AND_DEMO,412k,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,459k,Free,Everyone,Libraries & Demo
"5,000+",BOOKS_AND_REFERENCE,34M,Free,Everyone,Books & Reference
"1,000+",LIBRARIES_AND_DEMO,478k,Free,Everyone,Libraries & Demo
100+,BUSINESS,10M,Free,Teen,Business
10+,PRODUCTIVITY,6.2M,Free,Everyone,Productivity
"5,000+",LIBRARIES_AND_DEMO,335k,Free,Everyone,Libraries & Demo
"50,000+",NEWS_AND_MAGAZINES,3.8M,Free,Everyone,News & Magazines
"10,000+",LIBRARIES_AND_DEMO,782k,Free,Everyone,Libraries & Demo
"5,000+",LIBRARIES_AND_DEMO,721k,Free,Everyone,Libraries & Demo
"5,000+",LIBRARIES_AND_DEMO,430k,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,429k,Free,Everyone,Libraries & Demo
"1,000+",LIBRARIES_AND_DEMO,192k,Free,Everyone,Libraries & Demo
"5,000+",LIBRARIES_AND_DEMO,200k,Free,Everyone,Libraries & Demo
"1,000+",COMMUNICATION,13M,Free,Everyone,Communication
"1,000+",PRODUCTIVITY,2.5M,Free,Everyone,Productivity
50+,BUSINESS,8.9M,Free,Everyone,Business
"5,000+",LIBRARIES_AND_DEMO,417k,Free,Everyone,Libraries & Demo
"50,000+",FAMILY,Varies with device,Free,Everyone,Education
"1,000+",LIBRARIES_AND_DEMO,460k,Free,Everyone,Libraries & Demo
"5,000+",GAME,5.9M,Paid,Teen,Adventure
"10,000+",LIBRARIES_AND_DEMO,728k,Free,Everyone,Libraries & Demo
"1,000+",LIBRARIES_AND_DEMO,496k,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,816k,Free,Everyone,Libraries & Demo
"1,000+",GAME,6.3M,Paid,Everyone,Adventure
"10,000+",LIBRARIES_AND_DEMO,414k,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,334k,Free,Everyone,Libraries & Demo
"5,000+",LIBRARIES_AND_DEMO,506k,Free,Everyone,Libraries & Demo
"1,000+",TOOLS,2.0M,Free,Everyone,Tools
"1,000+",LIFESTYLE,2.3M,Free,Everyone,Lifestyle
50+,PRODUCTIVITY,34M,Free,Everyone,Productivity
10+,PRODUCTIVITY,7.5M,Free,Everyone,Productivity
"100,000,000+",SOCIAL,Varies with device,Free,Mature 17+,Social
"100,000+",GAME,60M,Paid,Everyone,Card
"1,000,000+",GAME,60M,Free,Everyone,Card
"1,000+",FAMILY,7.9M,Paid,Everyone,Education;Pretend Play
"10,000+",FAMILY,24M,Free,Everyone,Casual
"50,000,000+",FAMILY,95M,Free,Everyone 10+,Strategy
"50,000,000+",GAME,59M,Free,Everyone,Arcade
"1,000+",FAMILY,23M,Paid,Everyone,Education;Pretend Play
"100,000,000+",GAME,12M,Free,Everyone,Arcade
100+,GAME,11M,Paid,Teen,Card
"10,000+",FINANCE,14M,Free,Everyone,Finance
500+,FAMILY,2.2M,Free,Teen,Casual
"100,000+",GAME,30M,Free,Teen,Casino
10+,FAMILY,8.5M,Paid,Everyone,Entertainment
"1,000+",FAMILY,19M,Paid,Everyone,Education;Brain Games
"5,000,000+",GAME,17M,Free,Everyone,Action
"10,000,000+",FAMILY,32M,Free,Teen,Entertainment
"10,000+",GAME,33M,Free,Teen,Card
"1,000,000+",GAME,4.2M,Free,Teen,Casino
"1,000+",FAMILY,33M,Paid,Everyone,Education;Pretend Play
"1,000,000+",SOCIAL,96M,Free,Teen,Social
100+,LIBRARIES_AND_DEMO,4.7M,Paid,Everyone,Libraries & Demo
"1,000,000+",SOCIAL,26M,Free,Teen,Social
"1,000+",LIFESTYLE,23M,Free,Everyone,Lifestyle
"1,000+",FAMILY,30M,Paid,Everyone,Education;Pretend Play
"10,000,000+",GAME,6.4M,Free,Everyone,Arcade
"5,000,000+",FAMILY,28M,Free,Teen,Role Playing
"10,000,000+",GAME,49M,Free,Everyone 10+,Action
"10,000+",GAME,16M,Free,Teen,Casino
"5,000,000+",FAMILY,51M,Free,Everyone,Puzzle;Brain Games
"5,000+",EVENTS,2.6M,Free,Teen,Events
"10,000,000+",PHOTOGRAPHY,25M,Free,Everyone,Photography
"50,000,000+",FAMILY,Varies with device,Free,Everyone,Casual
"50,000,000+",GAME,27M,Free,Teen,Action
"1,000,000+",FAMILY,23M,Free,Everyone,Arcade;Action & Adventure
"10,000+",TRAVEL_AND_LOCAL,31M,Free,Everyone,Travel & Local
"10,000+",HEALTH_AND_FITNESS,25M,Free,Everyone,Health & Fitness
"10,000+",BUSINESS,16M,Free,Everyone,Business
"10,000+",MEDICAL,704k,Paid,Everyone,Medical
"5,000,000+",MEDICAL,7.4M,Free,Everyone,Medical
"1,000,000+",LIFESTYLE,5.0M,Free,Everyone,Lifestyle
"500,000+",MEDICAL,2.6M,Free,Everyone,Medical
"1,000+",MEDICAL,45M,Free,Everyone,Medical
"1,000+",MEDICAL,23M,Free,Everyone,Medical
"1,000,000+",MEDICAL,8.4M,Free,Everyone,Medical
"100,000+",MEDICAL,8.3M,Free,Everyone,Medical
"10,000,000+",FAMILY,7.9M,Free,Everyone,Entertainment
"1,000+",MEDICAL,26M,Free,Everyone,Medical
"10,000+",MEDICAL,6.0M,Free,Everyone,Medical
"1,000+",MEDICAL,4.8M,Paid,Everyone,Medical
50+,HEALTH_AND_FITNESS,4.6M,Paid,Everyone,Health & Fitness
"10,000+",MEDICAL,16M,Free,Everyone,Medical
"5,000+",MEDICAL,5.7M,Free,Everyone,Medical
"10,000+",MEDICAL,5.9M,Free,Everyone,Medical
"10,000+",MEDICAL,335k,Free,Everyone,Medical
"1,000+",BOOKS_AND_REFERENCE,2.2M,Free,Everyone,Books & Reference
500+,MEDICAL,887k,Free,Everyone,Medical
"1,000+",HEALTH_AND_FITNESS,613k,Free,Everyone,Health & Fitness
100+,LIFESTYLE,1.5M,Free,Everyone,Lifestyle
50+,HEALTH_AND_FITNESS,12M,Free,Everyone,Health & Fitness
100+,BUSINESS,26M,Free,Everyone,Business
"1,000+",FAMILY,13M,Free,Everyone,Casual
"500,000+",MEDICAL,Varies with device,Free,Everyone,Medical
"5,000+",FAMILY,3.3M,Free,Everyone,Simulation
"1,000+",MEDICAL,2.9M,Free,Everyone,Medical
"1,000+",MEDICAL,10M,Free,Everyone,Medical
"1,000+",MEDICAL,3.2M,Free,Everyone,Medical
10+,SHOPPING,2.5M,Free,Everyone,Shopping
"1,000+",MEDICAL,1.8M,Free,Everyone,Medical
"100,000+",MEDICAL,2.7M,Free,Everyone,Medical
"50,000+",FAMILY,7.0M,Free,Everyone,Entertainment
"1,000+",HEALTH_AND_FITNESS,12M,Free,Everyone,Health & Fitness
"1,000+",MEDICAL,Varies with device,Paid,Everyone,Medical
"1,000+",HEALTH_AND_FITNESS,9.6M,Free,Everyone,Health & Fitness
"1,000+",LIFESTYLE,18M,Free,Everyone 10+,Lifestyle
"10,000+",MEDICAL,1.9M,Free,Everyone,Medical
50+,MEDICAL,29M,Free,Everyone,Medical
100+,TOOLS,9.4M,Free,Everyone,Tools
1+,EVENTS,6.7M,Paid,Everyone,Events
"500,000+",HEALTH_AND_FITNESS,1.6M,Free,Everyone,Health & Fitness
"10,000+",MEDICAL,2.0M,Free,Everyone,Medical
"1,000,000+",PHOTOGRAPHY,Varies with device,Free,Everyone,Photography
"1,000,000+",TOOLS,2.5M,Free,Everyone,Tools
"5,000+",GAME,7.2M,Free,Everyone,Trivia
"1,000,000+",BOOKS_AND_REFERENCE,6.3M,Free,Everyone 10+,Books & Reference
100+,TOOLS,4.0M,Free,Everyone,Tools
"5,000+",PRODUCTIVITY,1.2M,Free,Everyone,Productivity
"1,000+",COMMUNICATION,Varies with device,Free,Everyone,Communication
100+,HOUSE_AND_HOME,5.6M,Free,Everyone,House & Home
"1,000,000+",TOOLS,3.5M,Free,Everyone,Tools
"1,000+",FAMILY,9.2M,Free,Everyone,Education
"1,000+",PRODUCTIVITY,1.2M,Free,Everyone,Productivity
"5,000+",SPORTS,Varies with device,Free,Everyone,Sports
50+,TRAVEL_AND_LOCAL,18M,Free,Teen,Travel & Local
"1,000+",FAMILY,36M,Free,Everyone 10+,Entertainment
"1,000+",PRODUCTIVITY,1.2M,Free,Everyone,Productivity
50+,NEWS_AND_MAGAZINES,8.8M,Free,Everyone,News & Magazines
"5,000,000+",PRODUCTIVITY,4.1M,Free,Everyone,Productivity
100+,BUSINESS,2.5M,Free,Everyone,Business
100+,TOOLS,2.7M,Free,Everyone,Tools
50+,FOOD_AND_DRINK,33M,Free,Everyone,Food & Drink
"10,000+",PERSONALIZATION,28M,Free,Everyone,Personalization
"5,000+",PERSONALIZATION,6.7M,Free,Everyone,Personalization
"50,000+",FAMILY,21M,Free,Everyone,Education;Education
"5,000+",FOOD_AND_DRINK,3.5M,Free,Everyone,Food & Drink
"100,000+",TOOLS,6.0M,Free,Everyone,Tools
"100,000+",PHOTOGRAPHY,Varies with device,Paid,Everyone,Photography
50+,LIFESTYLE,22M,Free,Everyone,Lifestyle
"10,000,000+",PHOTOGRAPHY,Varies with device,Free,Everyone,Photography
"1,000+",FOOD_AND_DRINK,27M,Free,Everyone,Food & Drink
"500,000+",PERSONALIZATION,3.4M,Free,Everyone,Personalization
"5,000+",PERSONALIZATION,Varies with device,Free,Everyone,Personalization
"1,000,000+",TOOLS,16M,Free,Everyone,Tools
100+,FOOD_AND_DRINK,12M,Free,Everyone,Food & Drink
"10,000+",FAMILY,10M,Free,Everyone,Education
"10,000,000+",SHOPPING,Varies with device,Free,Everyone,Shopping
"1,000,000+",TOOLS,9.0M,Free,Everyone,Tools
"50,000+",LIFESTYLE,36M,Free,Everyone,Lifestyle
50+,FOOD_AND_DRINK,12M,Free,Everyone,Food & Drink
100+,FOOD_AND_DRINK,3.6M,Free,Everyone,Food & Drink
"5,000,000+",FAMILY,30M,Free,Everyone,Educational
100+,SHOPPING,19M,Free,Teen,Shopping
50+,FOOD_AND_DRINK,13M,Free,Everyone,Food & Drink
100+,FAMILY,33M,Free,Everyone,Education
5+,FOOD_AND_DRINK,14M,Free,Everyone,Food & Drink
10+,SHOPPING,243k,Free,Everyone,Shopping
"1,000+",TOOLS,24M,Free,Everyone,Tools
"5,000,000+",SPORTS,Varies with device,Free,Everyone 10+,Sports
"100,000+",FOOD_AND_DRINK,6.6M,Free,Everyone,Food & Drink
"1,000,000+",FAMILY,44M,Paid,Everyone 10+,Role Playing
"1,000,000+",GAME,89M,Free,Everyone,Racing
"100,000+",LIFESTYLE,3.5M,Free,Everyone,Lifestyle
"50,000+",SPORTS,32M,Free,Everyone,Sports
"10,000,000+",LIBRARIES_AND_DEMO,50M,Free,Everyone,Libraries & Demo
"100,000+",PRODUCTIVITY,15M,Paid,Everyone,Productivity
"5,000+",VIDEO_PLAYERS,3.1M,Free,Everyone,Video Players & Editors
"5,000+",FAMILY,30M,Free,Everyone,Simulation
100+,FAMILY,34M,Free,Everyone,Entertainment
"10,000+",FINANCE,13M,Free,Everyone,Finance
"1,000+",SOCIAL,2.6M,Free,Everyone,Social
500+,SOCIAL,2.5M,Free,Everyone,Social
"5,000+",FAMILY,Varies with device,Paid,Everyone,Entertainment
"100,000+",SOCIAL,7.5M,Free,Everyone,Social
100+,FAMILY,569k,Free,Everyone,Entertainment
"10,000+",FAMILY,26M,Free,Everyone,Education
"100,000+",SOCIAL,5.2M,Free,Everyone,Social
0+,PRODUCTIVITY,5.4M,Paid,Everyone,Productivity
"5,000+",MAPS_AND_NAVIGATION,9.1M,Free,Everyone,Maps & Navigation
"10,000+",GAME,26M,Free,Teen,Casino
50+,BUSINESS,28M,Free,Everyone,Business
10+,FAMILY,3.8M,Free,Everyone,Entertainment
"100,000+",FAMILY,Varies with device,Free,Everyone,Entertainment
100+,BUSINESS,92M,Free,Everyone,Business
"1,000+",PERSONALIZATION,206k,Free,Everyone,Personalization
5+,GAME,19M,Free,Everyone,Arcade
100+,BUSINESS,93M,Free,Everyone 10+,Business
"50,000+",VIDEO_PLAYERS,13M,Free,Teen,Video Players & Editors
50+,FAMILY,1.8M,Free,Everyone,Entertainment
"5,000+",NEWS_AND_MAGAZINES,10M,Free,Everyone,News & Magazines
"10,000+",COMICS,3.5M,Free,Everyone,Comics
"1,000+",VIDEO_PLAYERS,7.5M,Free,Everyone,Video Players & Editors
"10,000,000+",FAMILY,68M,Free,Everyone,Strategy
"100,000+",TOOLS,778k,Free,Everyone,Tools
"10,000+",BOOKS_AND_REFERENCE,2.1M,Free,Everyone,Books & Reference
10+,FAMILY,9.2M,Free,Everyone,Education
500+,PERSONALIZATION,3.0M,Free,Everyone,Personalization
"100,000+",GAME,72M,Free,Teen,Action
"5,000,000+",SHOPPING,35M,Free,Everyone,Shopping
"1,000,000+",VIDEO_PLAYERS,Varies with device,Free,Teen,Video Players & Editors
"1,000,000+",GAME,31M,Free,Everyone 10+,Arcade
"10,000+",GAME,4.1M,Free,Teen,Card
"10,000,000+",VIDEO_PLAYERS,Varies with device,Free,Everyone,Video Players & Editors
"10,000+",GAME,13M,Free,Teen,Card
"10,000,000+",GAME,60M,Free,Teen,Action
"100,000+",FAMILY,85M,Free,Everyone,Simulation
"1,000,000+",GAME,1.3M,Free,Everyone,Arcade
"50,000+",VIDEO_PLAYERS,Varies with device,Paid,Everyone,Video Players & Editors
"1,000+",FAMILY,6.9M,Free,Everyone,Education
"1,000,000+",VIDEO_PLAYERS,5.5M,Free,Everyone,Video Players & Editors
"500,000+",FAMILY,58M,Free,Teen,Simulation
50+,FAMILY,94M,Free,Everyone,Education
50+,COMMUNICATION,683k,Free,Everyone,Communication
"1,000+",FAMILY,592k,Free,Teen,Entertainment
"50,000+",PRODUCTIVITY,Varies with device,Free,Everyone,Productivity
"5,000+",FAMILY,6.4M,Free,Everyone,Simulation
100+,FAMILY,3.3M,Free,Everyone,Entertainment
10+,TOOLS,319k,Paid,Everyone,Tools
100+,FAMILY,24M,Free,Everyone,Entertainment
100+,GAME,36M,Free,Everyone,Racing
"10,000+",VIDEO_PLAYERS,186k,Free,Everyone,Video Players & Editors
"1,000+",FAMILY,3.5M,Free,Everyone,Education
100+,FAMILY,840k,Free,Everyone,Education
100+,GAME,41M,Free,Everyone,Racing
"5,000+",FAMILY,1.5M,Free,Everyone,Education
"1,000+",GAME,36M,Free,Mature 17+,Word
"50,000+",TOOLS,647k,Free,Everyone,Tools
500+,COMMUNICATION,5.3M,Free,Everyone,Communication
100+,NEWS_AND_MAGAZINES,19M,Free,Everyone,News & Magazines
50+,MAPS_AND_NAVIGATION,2.5M,Free,Everyone,Maps & Navigation
"100,000+",FAMILY,93M,Free,Everyone,Simulation
50+,TOOLS,2.8M,Free,Everyone,Tools
"10,000+",FAMILY,5.6M,Free,Everyone,Education
"50,000+",FAMILY,72M,Free,Everyone,Simulation
"10,000+",FAMILY,21M,Free,Everyone,Education
10+,TOOLS,191k,Free,Everyone,Tools
"1,000+",NEWS_AND_MAGAZINES,22M,Free,Everyone,News & Magazines
"100,000+",FAMILY,67M,Free,Teen,Simulation
50+,FAMILY,842k,Paid,Everyone,Entertainment
"100,000+",TOOLS,1.1M,Free,Everyone,Tools
10+,BUSINESS,6.9M,Free,Everyone,Business
"1,000,000+",FINANCE,Varies with device,Free,Everyone,Finance
"100,000+",MAPS_AND_NAVIGATION,15M,Free,Everyone,Maps & Navigation
"10,000+",TOOLS,1.1M,Free,Everyone,Tools
"10,000+",FAMILY,6.2M,Free,Everyone,Education
"1,000+",BOOKS_AND_REFERENCE,1.4M,Paid,Everyone,Books & Reference
"1,000,000+",FAMILY,52M,Free,Teen,Strategy
"1,000+",SOCIAL,8.7M,Free,Teen,Social
"5,000,000+",TOOLS,373k,Free,Everyone,Tools
"100,000+",TOOLS,3.8M,Free,Everyone,Tools
"1,000,000+",TOOLS,3.8M,Free,Everyone,Tools
"1,000+",TOOLS,3.8M,Paid,Everyone,Tools
"500,000+",TOOLS,8.2M,Free,Everyone,Tools
"5,000+",COMMUNICATION,437k,Free,Everyone,Communication
"10,000+",BUSINESS,5.7M,Free,Everyone,Business
"10,000+",SOCIAL,1.6M,Free,Teen,Social
"10,000+",BUSINESS,16M,Free,Everyone,Business
"5,000+",BUSINESS,2.6M,Free,Everyone,Business
"500,000+",PHOTOGRAPHY,6.6M,Free,Everyone,Photography
"50,000+",COMMUNICATION,598k,Free,Everyone,Communication
"10,000+",COMMUNICATION,2.7M,Free,Everyone,Communication
"10,000,000+",VIDEO_PLAYERS,Varies with device,Free,Everyone,Video Players & Editors
"1,000,000+",COMMUNICATION,716k,Free,Everyone,Communication
"1,000+",NEWS_AND_MAGAZINES,14M,Free,Everyone,News & Magazines
